miRNA_signature	Cancer_type	Expression	classification	score_details	Classification	Score_Details
hsa-miR-339-5p	STAD	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0.34735254803002 ( T cell CD4+ Th1_XCELL(0.34735254803002) ) Pró-tumoral: -0.372311680623507 ( Cancer associated fibroblast_XCELL(-0.372311680623507) ) Dualista: -0.284916969777835 ( Hematopoietic stem cell_XCELL(-0.284916969777835) )
hsa-miR-33a-3p	CESC	Overexpression			NS	No data
hsa-miR-33a-3p	HNSC	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-33a-3p	STAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0.395376724172779 ( T cell CD4+ Th1_XCELL(0.395376724172779) ) Pró-tumoral: -0.421815792664276 ( Cancer associated fibroblast_XCELL(-0.421815792664276) ) Dualista: -0.723043884504469 ( Mast cell activated_CIBERSORT(-0.354886761297535), Hematopoietic stem cell_XCELL(-0.368157123206934) )
hsa-miR-33a-5p	ESCA	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: -0.418120271391584 ( Hematopoietic stem cell_XCELL(-0.418120271391584) )
hsa-miR-33b-5p	HNSC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0.248771349398762 ( Common lymphoid progenitor_XCELL(0.248771349398762) ) Pró-tumoral: 0 (  ) Dualista: 0.250569623098323 ( T cell CD4+ Th2_XCELL(0.250569623098323) )
hsa-miR-33b-5p	PRAD	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: -0.247377972484671 ( Hematopoietic stem cell_XCELL(-0.247377972484671) )
hsa-miR-33b-5p	STAD	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0.655165212304406 ( T cell CD4+ memory activated_CIBERSORT(0.284916663646467), T cell CD4+ Th1_XCELL(0.370248548657939) ) Pró-tumoral: -0.727244126070798 ( Endothelial cell_XCELL(-0.30772363690932), Cancer associated fibroblast_XCELL(-0.419520489161478) ) Dualista: -0.873702686754716 ( Hematopoietic stem cell_XCELL(-0.466953591244684), Mast cell activated_CIBERSORT(-0.406749095510032) )
hsa-miR-345-5p	THYM	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-34a-5p	LGG	Unchanged	Variável	Macrophage M1_CIBERSORT, 0.238142701929117, 1, Variable	dualista	Anti-tumoral: -0.192004329313665 ( T cell CD4+ Th1_XCELL(-0.430147031242782), Macrophage M1_CIBERSORT(0.238142701929117) ) Pró-tumoral: 0 (  ) Dualista: 0.50689654344332 ( Hematopoietic stem cell_XCELL(0.50689654344332) )
hsa-miR-34a-5p	STAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.330848589098009 ( Cancer associated fibroblast_XCELL(-0.330848589098009) ) Dualista: -0.55004123086565 ( Mast cell activated_CIBERSORT(-0.279020369458852), Hematopoietic stem cell_XCELL(-0.271020861406798) )
hsa-miR-34a-5p	THYM	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: -0.511689523422295 ( Common lymphoid progenitor_XCELL(-0.511689523422295) ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-361-3p	SKCM	Unchanged	Variável	"c(""""T cell CD8+_CIBERSORT"""", """"Macrophage M2_CIBERSORT""""), c(0.265642103853352, -0.290817714537712), c(3, 1), c(""""Variable"""", """"Variable"""")"	dualista	Anti-tumoral: 0.265642103853352 ( T cell CD8+_CIBERSORT(0.265642103853352) ) Pró-tumoral: -0.290817714537712 ( Macrophage M2_CIBERSORT(-0.290817714537712) ) Dualista: 0.359031916077187 ( Class-switched memory B cell_XCELL(0.359031916077187) )
hsa-miR-361-5p	KIRP	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: -0.277707692477216 ( Mast cell activated_CIBERSORT(-0.345150417571108), T cell CD4+ Th2_XCELL(0.386943507683797), T cell CD4+ memory resting_CIBERSORT(-0.319500782589905) )
hsa-miR-361-5p	THCA	Unchanged	Variável	Macrophage M1_CIBERSORT, -0.294960187097505, 1, Variable	dualista	Anti-tumoral: -0.294960187097505 ( Macrophage M1_CIBERSORT(-0.294960187097505) ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-362-3p	COAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-362-3p	STAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.422113301828413 ( Cancer associated fibroblast_XCELL(-0.422113301828413) ) Dualista: 0 (  )
hsa-miR-362-5p	COAD	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.38663390195638 ( Endothelial cell_XCELL(-0.38663390195638) ) Dualista: 0 (  )
hsa-miR-362-5p	KIRC	Underexpression			NS	No data
hsa-miR-362-5p	LUSC	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.253392330429508 ( Cancer associated fibroblast_XCELL(-0.253392330429508) ) Dualista: 0 (  )
hsa-miR-362-5p	THCA	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-363-3p	BLCA	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-363-3p	CESC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-363-3p	HNSC	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0.033951218322732 ( Macrophage M0_CIBERSORT(-0.281881693467643), T cell follicular helper_CIBERSORT(0.247930475144911) )
hsa-miR-363-3p	PRAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0.315920382507609 ( T cell CD4+ Th1_XCELL(0.315920382507609) ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-363-3p	THYM	Unchanged	Variável	"c(""""NK cell activated_CIBERSORT"""", """"Macrophage M2_CIBERSORT"""", """"T cell regulatory (Tregs)_CIBERSORT"""", """"Macrophage M1_CIBERSORT""""), c(-0.597651826782837, -0.678855043188398, 0.607916903479619, -0.662913526742102), c(3, 1, 1, 1), c(""""Variable"""", """"Cold"""", """"Variable"""", """"Cold"""")"	dualista	Anti-tumoral: 0.575324185885486 ( NK cell activated_CIBERSORT(-0.597651826782837), Common lymphoid progenitor_XCELL(0.765627782483856), T cell CD4+ Th1_XCELL(0.527339834422683), Macrophage M1_CIBERSORT(-0.662913526742102), Granulocyte-monocyte progenitor_XCELL(0.542921922503886) ) Pró-tumoral: -0.55921230462349 ( Macrophage M2_CIBERSORT(-0.678855043188398), Cancer associated fibroblast_XCELL(-0.488274164914711), T cell regulatory (Tregs)_CIBERSORT(0.607916903479619) ) Dualista: 1.8728569835321 ( T cell CD4+ Th2_XCELL(0.666866074802089), T cell CD4+ naive_CIBERSORT(0.637479185247669), T cell follicular helper_CIBERSORT(0.568511723482341) )
hsa-miR-365a-5p	LUAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: -0.259004009447572 ( Granulocyte-monocyte progenitor_XCELL(-0.259004009447572) ) Pró-tumoral: 0 (  ) Dualista: 0.253358862434233 ( T cell CD4+ Th2_XCELL(0.253358862434233) )
hsa-miR-370-3p	HNSC	Unchanged	Frio	T cell CD8+_CIBERSORT, -0.295654243655367, 3, Cold	pró-tumoral	Anti-tumoral: -0.295654243655367 ( T cell CD8+_CIBERSORT(-0.295654243655367) ) Pró-tumoral: 0.936683761361569 ( Endothelial cell_XCELL(0.319445191609914), Cancer associated fibroblast_XCELL(0.319318252197161), Macrophage M2_CIBERSORT(0.297920317554494) ) Dualista: -0.335757515766823 ( Class-switched memory B cell_XCELL(-0.291071656152272), Hematopoietic stem cell_XCELL(0.273825388690678), T cell follicular helper_CIBERSORT(-0.318511248305229) )
hsa-miR-370-3p	THCA	Underexpression	Variável	T cell regulatory (Tregs)_CIBERSORT, 0.264018473090696, 1, Variable	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.6474779240566 ( T cell regulatory (Tregs)_CIBERSORT(0.264018473090696), Cancer associated fibroblast_XCELL(0.383459450965904) ) Dualista: -0.362001174256822 ( NK cell resting_CIBERSORT(-0.272987259168946), B cell memory_CIBERSORT(0.291428525056283), B cell plasma_CIBERSORT(-0.263776985378497), Myeloid dendritic cell resting_CIBERSORT(0.364459689026902), T cell CD4+ memory resting_CIBERSORT(0.24287720472108) )
hsa-miR-370-5p	HNSC	Underexpression	Variável	"c(""""T cell CD8+_CIBERSORT"""", """"Macrophage M2_CIBERSORT""""), c(-0.24898897551337, 0.290832175680411), c(3, 1), c(""""Variable"""", """"Cold"""")"	anti-tumoral	Anti-tumoral: 0.24898897551337 ( T cell CD8+_CIBERSORT(-0.24898897551337) ) Pró-tumoral: -0.9697017919606 ( Endothelial cell_XCELL(0.346223875089555), Macrophage M2_CIBERSORT(0.290832175680411), Cancer associated fibroblast_XCELL(0.332645741190634) ) Dualista: 0.189949025319238 ( Hematopoietic stem cell_XCELL(0.365537182999076), T cell follicular helper_CIBERSORT(-0.275918192385503), Class-switched memory B cell_XCELL(-0.279568015932811) )
hsa-miR-370-5p	PRAD	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.388755943129555 ( Cancer associated fibroblast_XCELL(0.388755943129555) ) Dualista: -0.399287352599601 ( Hematopoietic stem cell_XCELL(0.399287352599601) )
hsa-miR-370-5p	THCA	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.359054482121501 ( Cancer associated fibroblast_XCELL(0.359054482121501) ) Dualista: -0.080160189376671 ( Myeloid dendritic cell resting_CIBERSORT(0.341830926300294), NK cell resting_CIBERSORT(-0.261670736923623) )
hsa-miR-373-3p	CHOL	Unchanged			NS	No data
hsa-miR-373-3p	LIHC	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: -0.281259097863593 ( Hematopoietic stem cell_XCELL(-0.281259097863593) )
hsa-miR-374b-3p	BLCA	Overexpression			NS	No data
hsa-miR-376a-3p	PAAD	Unchanged			NS	No data
hsa-miR-378a-3p	BLCA	Unchanged	Variável	Macrophage M1_CIBERSORT, -0.277275432216294, 1, Variable	dualista	Anti-tumoral: -0.277275432216294 ( Macrophage M1_CIBERSORT(-0.277275432216294) ) Pró-tumoral: -0.398655437825757 ( Cancer associated fibroblast_XCELL(-0.398655437825757) ) Dualista: 0 (  )
hsa-miR-378a-3p	CESC	Overexpression			NS	No data
hsa-miR-378a-3p	ESCA	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.424644550498223 ( Cancer associated fibroblast_XCELL(-0.424644550498223) ) Dualista: 0 (  )
hsa-miR-378a-3p	KIRP	Underexpression	Frio	Macrophage M2_CIBERSORT, 0.37321051680393, 1, Cold	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.37321051680393 ( Macrophage M2_CIBERSORT(0.37321051680393) ) Dualista: 0.356829033337556 ( Mast cell activated_CIBERSORT(-0.3855300902394), T cell CD4+ memory resting_CIBERSORT(-0.334295497920906), T cell CD4+ Th2_XCELL(0.36299655482275) )
hsa-miR-378a-3p	LUSC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.329777101361664 ( Cancer associated fibroblast_XCELL(-0.329777101361664) ) Dualista: 0 (  )
hsa-miR-378a-3p	STAD	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	pró-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: 0.41333491057598 ( Cancer associated fibroblast_XCELL(-0.41333491057598) ) Dualista: 0.288263091056602 ( Hematopoietic stem cell_XCELL(-0.288263091056602) )
hsa-miR-378a-5p	BLCA	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.402387049338686 ( Cancer associated fibroblast_XCELL(-0.402387049338686) ) Dualista: 0 (  )
hsa-miR-378a-5p	CESC	Overexpression			NS	No data
hsa-miR-378a-5p	ESCA	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	pró-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: 0.510071056157604 ( Cancer associated fibroblast_XCELL(-0.510071056157604) ) Dualista: 0 (  )
hsa-miR-378a-5p	HNSC	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-378a-5p	LUSC	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-378a-5p	PCPG	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	pró-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: 0.614101287727796 ( Endothelial cell_XCELL(0.614101287727796) ) Dualista: -0.393767720917235 ( Class-switched memory B cell_XCELL(-0.393767720917235) )
hsa-miR-378a-5p	STAD	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	pró-tumoral	Anti-tumoral: -0.320389273629123 ( T cell CD4+ Th1_XCELL(0.320389273629123) ) Pró-tumoral: 0.40737747192609 ( Cancer associated fibroblast_XCELL(-0.40737747192609) ) Dualista: 0.293344197611377 ( Hematopoietic stem cell_XCELL(-0.293344197611377) )
hsa-miR-381-3p	CESC	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.350040619777136 ( Cancer associated fibroblast_XCELL(0.350040619777136) ) Dualista: -0.326610678869164 ( Hematopoietic stem cell_XCELL(0.326610678869164) )
hsa-miR-383-5p	BRCA	Underexpression	Variável	T cell CD8+_CIBERSORT, 0.191832373613694, 3, Variable	anti-tumoral	Anti-tumoral: -0.191832373613694 ( T cell CD8+_CIBERSORT(0.191832373613694) ) Pró-tumoral: -0.470270653531899 ( Cancer associated fibroblast_XCELL(0.227005552217043), Endothelial cell_XCELL(0.243265101314856) ) Dualista: -0.269685401163716 ( Hematopoietic stem cell_XCELL(0.269685401163716) )
hsa-miR-383-5p	PRAD	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	pró-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: 0.383043179710291 ( Cancer associated fibroblast_XCELL(0.383043179710291) ) Dualista: 0.353218161744542 ( Hematopoietic stem cell_XCELL(0.353218161744542) )
hsa-miR-383-5p	THYM	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-411-5p	SKCM	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	pró-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: 0.357739350589865 ( Endothelial cell_XCELL(0.357739350589865) ) Dualista: 0 (  )
hsa-miR-421	LUAD	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: -0.267638364856916 ( Granulocyte-monocyte progenitor_XCELL(-0.267638364856916) ) Pró-tumoral: -0.264404682097141 ( Cancer associated fibroblast_XCELL(-0.264404682097141) ) Dualista: -0.164047198637153 ( Hematopoietic stem cell_XCELL(-0.298036537694127), Mast cell activated_CIBERSORT(-0.261961919738151), T cell CD4+ Th2_XCELL(0.395951258795125) )
hsa-miR-423-3p	LIHC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.402631029994842 ( Endothelial cell_XCELL(-0.402631029994842) ) Dualista: -0.052991709001772 ( Hematopoietic stem cell_XCELL(-0.379582895587237), T cell CD4+ Th2_XCELL(0.326591186585465) )
hsa-miR-423-5p	LIHC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.381377869952504 ( Endothelial cell_XCELL(-0.381377869952504) ) Dualista: -0.348503401135102 ( Hematopoietic stem cell_XCELL(-0.348503401135102) )
hsa-miR-423-5p	LUSC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-423-5p	STAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0.294328431581139 ( T cell CD4+ Th1_XCELL(0.294328431581139) ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-424-5p	LIHC	Underexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0.283612486819819 ( T cell CD4+ Th1_XCELL(-0.283612486819819) ) Pró-tumoral: -0.507596174791966 ( Cancer associated fibroblast_XCELL(0.507596174791966) ) Dualista: -0.29665427506347 ( Hematopoietic stem cell_XCELL(0.29665427506347) )
hsa-miR-424-5p	LUSC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-424-5p	STAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0.330767202978984 ( T cell CD4+ Th1_XCELL(0.330767202978984) ) Pró-tumoral: -0.277115733519191 ( Cancer associated fibroblast_XCELL(-0.277115733519191) ) Dualista: -0.109337792015823 ( Neutrophil_CIBERSORT(0.281035000232041), Mast cell activated_CIBERSORT(-0.390372792247864) )
hsa-miR-425-3p	ESCA	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-425-3p	LIHC	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: -0.285203442672352 ( Endothelial cell_XCELL(-0.285203442672352) ) Dualista: 0.00599612919536296 ( Hematopoietic stem cell_XCELL(-0.289908248930331), T cell CD4+ Th2_XCELL(0.295904378125694) )
hsa-miR-425-3p	LUAD	Unchanged			NS	No data
hsa-miR-425-3p	LUSC	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-425-3p	THYM	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0.487676511508243 ( T cell CD4+ Th2_XCELL(0.487676511508243) )
hsa-miR-425-5p	COAD	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: -0.326662175302179 ( Hematopoietic stem cell_XCELL(-0.326662175302179) )
hsa-miR-425-5p	ESCA	Overexpression			NS	No data
hsa-miR-425-5p	HNSC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-425-5p	LIHC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	anti-tumoral	Anti-tumoral: 0 (  ) Pró-tumoral: -0.344742709959516 ( Endothelial cell_XCELL(-0.344742709959516) ) Dualista: -0.00900866888947399 ( Hematopoietic stem cell_XCELL(-0.363166821329989), T cell CD4+ Th2_XCELL(0.354158152440515) )
hsa-miR-425-5p	LUAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	pró-tumoral	Anti-tumoral: -0.292849665310251 ( Granulocyte-monocyte progenitor_XCELL(-0.292849665310251) ) Pró-tumoral: 0 (  ) Dualista: -0.531703363717692 ( Hematopoietic stem cell_XCELL(-0.248184958887319), Mast cell activated_CIBERSORT(-0.283518404830373) )
hsa-miR-425-5p	LUSC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
hsa-miR-425-5p	OV	Unchanged			NS	No data
hsa-miR-425-5p	PRAD	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: -0.245887780654882 ( B cell plasma_CIBERSORT(-0.245887780654882) )
hsa-miR-425-5p	SKCM	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0.271932478444253 ( T cell CD4+ Th2_XCELL(0.271932478444253) )
hsa-miR-425-5p	THYM	Unchanged	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0.475132868796431 ( T cell CD4+ Th1_XCELL(0.475132868796431) ) Pró-tumoral: 0 (  ) Dualista: 0.614167060458319 ( T cell CD4+ Th2_XCELL(0.614167060458319) )
hsa-miR-429	CESC	Overexpression	NS	character(0), numeric(0), numeric(0), character(0)	dualista	Anti-tumoral: 0 (  ) Pró-tumoral: 0 (  ) Dualista: 0 (  )
